"argomento_normalizzato","lemma_normalizzato","occorrenze_lemma","chiave_semantica","varianti_nella_chiave_semantica","macrocategoria","occorrenze_macrocategoria","esito_revisione","blocco_principale","testo_originale","azione_editoriale","gruppo_editoriale","tipo_accorpamento","occorrenze_gruppo_editoriale","tipo_indicatore","natura","occorrenze_in_slide_distinte","area","codice_blocco","titolo_blocco","file","numero_slide","titolo_slide","stato_verifica_contenuto","data_verifica_contenuto","hash_verifica_contenuto","riferimento"
"decentralizzata","decentralizzata","1","decentralizz","1","reti e connettivita","72","voce specifica di macrocategoria","RW01.01 · Reti informatiche e Internet","Decentralizzata","rimandare al blocco principale","macrocategoria: reti e connettivita","macrocategoria","67","grassetto","contenuto","1","Reti e Web","RW01.01","Reti Informatiche e Internet","rw01-01-reti.html","5","Cos'è Internet?","non verificata","","","rw01-01-reti.html#slide-5"
"decidere cosa non versionare","decidere cosa non versionare","1","decid non version","1","","0","voce specifica autonoma","","Decidere cosa non versionare","mantenere autonoma","lemma: decidere cosa non versionare","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Programmazione","PR04.01","L'editor e Git","pr04-01-editor-codice.html","11","Decidere cosa non versionare","non verificata","","","pr04-01-editor-codice.html#slide-11"
"decidi i messaggi","decidi i messaggi","1","decid messagg","1","file system e archiviazione","44","voce specifica di macrocategoria","HS02 · Hard disk e file system","Decidi i messaggi","rimandare al blocco principale","macrocategoria: file system e archiviazione","macrocategoria","39","grassetto","contenuto","1","Programmazione","PR02.02","Questionari con Scratch","pr02-02-questionario.html","4","Nuovo file ordinato","non verificata","","","pr02-02-questionario.html#slide-4"
"decisione in incertezza","decisione in incertezza","1","decision incertezz","1","","0","voce specifica autonoma","","Decisione in incertezza","mantenere autonoma","lemma: decisione in incertezza","voce autonoma o già distinta","1","grassetto","contenuto","1","Intelligenza Artificiale","IA01","Concetti generali","ia01-concetti-generali.html","10","Auto a guida autonoma","non verificata","","","ia01-concetti-generali.html#slide-10"
"decisione informata","decisione informata","1","decision inform","1","tipi di dato","81","voce specifica di macrocategoria","PR01.02 · Dati e codifica","Decisione informata","rimandare al blocco principale","macrocategoria: tipi di dato","macrocategoria","64","titolo_h3","contenuto","1","Programmazione","PR03.02","Micro:bit CreateAI","pr03-02-createai.html","8","Live data","non verificata","","","pr03-02-createai.html#slide-8"
"decisione o un confronto","decisione o un confronto","1","confront decision","1","","0","voce specifica autonoma","","decisione o un confronto","mantenere autonoma","lemma: decisione o un confronto","voce autonoma o già distinta","1","grassetto","contenuto","1","Reti e Web","RW02.04","Collaborazione Digitale","rw02-04-collaborazione-digitale.html","23","Prima: agenda","non verificata","","","rw02-04-collaborazione-digitale.html#slide-23"
"decisioni automatiche","decisioni automatiche","1","automatich decision","1","","0","voce specifica autonoma","","Decisioni automatiche","mantenere autonoma","lemma: decisioni automatiche","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Suite Ufficio","SU03.04","Prime formule","su03-04-prime-formule.html","8","Decisioni automatiche","non verificata","","","su03-04-prime-formule.html#slide-8"
"decisioni condizioni verificabili","decisioni condizioni verificabili","1","condizion decision verificabil","1","","0","voce specifica autonoma","","Decisioni: condizioni verificabili","mantenere autonoma","lemma: decisioni condizioni verificabili","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Programmazione","PR01.04","Costrutti e verifica","pr01-04-costrutti-verifica.html","3","Decisioni: condizioni verificabili","non verificata","","","pr01-04-costrutti-verifica.html#slide-3"
"decisioni sbagliate","decisioni sbagliate","1","decision sbagl","1","","0","voce specifica autonoma","","Decisioni sbagliate","mantenere autonoma","lemma: decisioni sbagliate","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Reti e Web","RW01.05","Navigare con Spirito Critico","rw01-05-affidabilita.html","3","I rischi delle informazioni non verificate","non verificata","","","rw01-05-affidabilita.html#slide-3"
"decrescente","decrescente","1","decrescent","1","","0","voce specifica autonoma","","Decrescente","mantenere autonoma","lemma: decrescente","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Suite Ufficio","SU03.03","Fondamenti matematici","su03-03-fondamenti-matematici.html","26","Crescenza, estremi e simmetria","non verificata","","","su03-03-fondamenti-matematici.html#slide-26"
"deep learning","deep learning","1","deep learning","1","","0","voce specifica autonoma","","Deep Learning","mantenere autonoma","lemma: deep learning","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Intelligenza Artificiale","IA01","Concetti generali","ia01-concetti-generali.html","6","I concetti correlati","non verificata","","","ia01-concetti-generali.html#slide-6"
"deepai","deepai","1","deepa","1","","0","voce specifica autonoma","","DeepAI","mantenere autonoma","lemma: deepai","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Intelligenza Artificiale","IA02","Esercizio di generazione","ia02-esercizio-generazione.html","4","Strumenti per contenuti visivi","non verificata","","","ia02-esercizio-generazione.html#slide-4"
"deepfake vedere non e credere","deepfake vedere non e credere","1","cred deepfak non ved","1","intelligenza artificiale","29","voce specifica di macrocategoria","IA01 · Concetti generali","Deepfake — ""vedere non è credere""","rimandare al blocco principale","macrocategoria: intelligenza artificiale","macrocategoria","21","titolo_h2","contenuto","1","Intelligenza Artificiale","IA01","Concetti generali","ia01-concetti-generali.html","20","Deepfake — ""vedere non è credere""","non verificata","","","ia01-concetti-generali.html#slide-20"
"deepfake voce e truffe","deepfake voce e truffe","1","deepfak truff voce","1","audio e microfono","34","voce specifica di macrocategoria","GD03 · Effetti sonori e audio","Deepfake, voce e truffe","rimandare al blocco principale","macrocategoria: audio e microfono","macrocategoria","25","titolo_h2","contenuto","1","Intelligenza Artificiale","IA01","Concetti generali","ia01-concetti-generali.html","30","Deepfake, voce e truffe","non verificata","","","ia01-concetti-generali.html#slide-30"
"definisci 3 valori chiave","definisci 3 valori chiave","1","3 chiav definisc valor","1","identita visiva e branding","11","voce specifica di macrocategoria","RW03.04 · Farsi riconoscere","Definisci 3 valori chiave","rimandare al blocco principale","macrocategoria: identita visiva e branding","macrocategoria","10","grassetto","contenuto","1","Reti e Web","RW03.04","Farsi riconoscere","rw03-04-branding.html","13","Costruire il brand da zero — 5 passi","non verificata","","","rw03-04-branding.html#slide-13"
"definisci azioni","definisci azioni","1","definisc zion","2","","0","variante lessicale accorpata","","definisci azioni","usare la chiave editoriale comune","variante linguistica: definisc zion","variante linguistica","2","badge","contenuto","1","Programmazione","PR03.02","Micro:bit CreateAI","pr03-02-createai.html","5","Pipeline CreateAI","non verificata","","","pr03-02-createai.html#slide-5"
"definisci le azioni","definisci le azioni","1","definisc zion","2","","0","variante lessicale accorpata","","Definisci le azioni","usare la chiave editoriale comune","variante linguistica: definisc zion","variante linguistica","2","grassetto","contenuto","1","Programmazione","PR03.02","Micro:bit CreateAI","pr03-02-createai.html","13","Routine di laboratorio","non verificata","","","pr03-02-createai.html#slide-13"
"definitivi di progetto","definitivi di progetto","1","definitiv progett","1","project management","24","voce specifica di macrocategoria","PM01 · Introduzione al Project Management","definitivi di progetto","rimandare al blocco principale","macrocategoria: project management","macrocategoria","22","grassetto","contenuto","1","Reti e Web","RW02.04","Collaborazione Digitale","rw02-04-collaborazione-digitale.html","13","Quando usarlo","non verificata","","","rw02-04-collaborazione-digitale.html#slide-13"
"definizione","definizione","1","definizion","1","","0","voce specifica autonoma","","Definizione:","mantenere autonoma","lemma: definizione","voce autonoma o già distinta","1","grassetto","contenuto","1","Reti e Web","RW02.04","Collaborazione Digitale","rw02-04-collaborazione-digitale.html","11","Asincrona","non verificata","","","rw02-04-collaborazione-digitale.html#slide-11"
"degrees","degrees","1","degrees","1","","0","voce specifica autonoma","","degrees","mantenere autonoma","lemma: degrees","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Programmazione","PR03.01","Fondamenti Micro:bit","pr03-01-microbit.html","19","Variabili su Micro:bit","non verificata","","","pr03-01-microbit.html#slide-19"
"del totale","del totale","1","total","1","social network","10","voce specifica di macrocategoria","RW03.05 · I social giusti","% del totale","rimandare al blocco principale","macrocategoria: social network","macrocategoria","7","titolo_h3","contenuto","1","Suite Ufficio","SU03.09","Tabelle pivot avanzate","su03-09-tabelle-pivot-avanzate.html","3","Lo stesso valore può raccontare storie diverse","non verificata","","","su03-09-tabelle-pivot-avanzate.html#slide-3"
"delete","delete","1","delet","1","","0","voce specifica autonoma","","DELETE","mantenere autonoma","lemma: delete","voce autonoma o già distinta","1","grassetto","contenuto","1","Programmazione","PR05.02","Python: strumenti e applicazioni","pr05-02-python-strumenti.html","22","Un'API HTTP espone risorse","non verificata","","","pr05-02-python-strumenti.html#slide-22"
"deleteme","deleteme","1","deletem","1","","0","voce specifica autonoma","","DeleteMe","mantenere autonoma","lemma: deleteme","voce autonoma o già distinta","1","grassetto","contenuto","1","Sicurezza Digitale","SD05","Assessment, Compliance e Dati Personali","sd05-assessment.html","10","Riprendere il controllo dei dati","non verificata","","","sd05-assessment.html#slide-10"
"delle app","delle app","1","app","1","applicazioni e software","61","voce specifica di macrocategoria","HS04 · Concetti fondamentali degli OS","Delle app","rimandare al blocco principale","macrocategoria: applicazioni e software","macrocategoria","53","titolo_h3","contenuto","1","Smartphones","SM03","Android e iOS","sm03-android-ios.html","9","Aggiornamenti: sistema e app","non verificata","","","sm03-android-ios.html#slide-9"
"dello stesso tipo","dello stesso tipo","1","stess tipo","1","","0","voce specifica autonoma","","dello stesso tipo","mantenere autonoma","lemma: dello stesso tipo","voce autonoma o già distinta","1","grassetto","contenuto","1","Programmazione","PR01.03","Algoritmi e diagrammi di flusso","pr01-03-algoritmi.html","14","Strategie per progettare algoritmi","non verificata","","","pr01-03-algoritmi.html#slide-14"
"dentro il progetto — ambienti di sviluppo sul mio computer funziona","dentro il progetto","1","dentr progett","1","project management","24","voce specifica di macrocategoria","PM01 · Introduzione al Project Management","dentro il progetto","rimandare al blocco principale","macrocategoria: project management","macrocategoria","22","grassetto","contenuto","1","Programmazione","PR04.02","Lavorare e scegliere","pr04-02-strumenti-ambiente.html","10","Ambienti di sviluppo: «sul mio computer funziona»","non verificata","","","pr04-02-strumenti-ambiente.html#slide-10"
"deployment e versioni","deployment e versioni","1","deployment version","1","","0","voce specifica autonoma","","Deployment e versioni","mantenere autonoma","lemma: deployment e versioni","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Suite Ufficio","SU03.15","Google Apps Script","su03-15-google-apps-script.html","23","Deployment e versioni","non verificata","","","su03-15-google-apps-script.html#slide-23"
"descript","descript","1","descript","1","audio e microfono","34","voce specifica di macrocategoria","GD03 · Effetti sonori e audio","Descript","rimandare al blocco principale","macrocategoria: audio e microfono","macrocategoria","25","titolo_h3","contenuto","1","Intelligenza Artificiale","IA02","Esercizio di generazione","ia02-esercizio-generazione.html","3","Strumenti per audio , musica e voce","non verificata","","","ia02-esercizio-generazione.html#slide-3"
"descrivere cio che vuoi vedere","descrivere cio che vuoi vedere","1","cio descriv ved vuoi","1","","0","voce specifica autonoma","","Descrivere ciò che vuoi vedere","mantenere autonoma","lemma: descrivere cio che vuoi vedere","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Intelligenza Artificiale","IA02","Esercizio di generazione","ia02-esercizio-generazione.html","9","Descrivere ciò che vuoi vedere","non verificata","","","ia02-esercizio-generazione.html#slide-9"
"descrivere il problema all'ia","descrivere il problema all'ia","1","all descriv ia problem","1","","0","voce specifica autonoma","","Descrivere il problema all'IA","mantenere autonoma","lemma: descrivere il problema all'ia","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Suite Ufficio","SU03.18","Oltre il foglio: software con l'IA","su03-18-oltre-il-foglio.html","4","Descrivere il problema all'IA","non verificata","","","su03-18-oltre-il-foglio.html#slide-4"
"desktop","desktop","1","desktop","1","","0","voce specifica autonoma","","Desktop","mantenere autonoma","lemma: desktop","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Hardware e Software","HS03","Sistemi Operativi","hs03-os.html","2","Leggere lo schermo: quattro elementi base","non verificata","","","hs03-os.html#slide-2"
"desktop fisso","desktop fisso","1","desktop fiss","2","","0","variante lessicale accorpata","","Desktop fisso","usare la chiave editoriale comune","variante linguistica: desktop fiss","variante linguistica","2","badge","contenuto","1","Hardware e Software","HS01","Dentro il computer","hs01-componenti.html","3","Cos'è un PC ?","non verificata","","","hs01-componenti.html#slide-3"
"destinatario","destinatario","1","destinatari","2","posta elettronica","51","voce specifica di macrocategoria","RW02.01 · La posta elettronica","📬 Destinatario","rimandare al blocco principale","macrocategoria: posta elettronica","macrocategoria","40","etichetta","contenuto","1","Reti e Web","RW02.01","La Posta Elettronica","rw02-01-email.html","6","Le parti di un' email","non verificata","","","rw02-01-email.html#slide-6"
"destinazione salva come pdf","destinazione salva come pdf","1","destinzion pdf salv","1","","0","voce specifica autonoma","","→ Destinazione: Salva come PDF","mantenere autonoma","lemma: destinazione salva come pdf","voce autonoma o già distinta","1","etichetta","contenuto","1","Reti e Web","RW02.03","Gestire e Archiviare Contenuti","rw02-03-contenuti.html","7","Salvare una pagina web","non verificata","","","rw02-03-contenuti.html#slide-7"
"determinismo","determinismo","1","determinism","1","","0","voce specifica autonoma","","Determinismo","mantenere autonoma","lemma: determinismo","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Programmazione","PR05.02","Python: strumenti e applicazioni","pr05-02-python-strumenti.html","20","Preparare e isolare il contesto","non verificata","","","pr05-02-python-strumenti.html#slide-20"
"dettagli","dettagli","1","dettagl","1","","0","voce specifica autonoma","","Dettagli:","mantenere autonoma","lemma: dettagli","voce autonoma o già distinta","1","grassetto","contenuto","1","Intelligenza Artificiale","IA02","Esercizio di generazione","ia02-esercizio-generazione.html","10","Prompt per immagini","non verificata","","","ia02-esercizio-generazione.html#slide-10"
"dettaglia sempre","dettaglia sempre","1","dettagli sempr","1","","0","voce specifica autonoma","","💡 Dettaglia sempre","mantenere autonoma","lemma: dettaglia sempre","voce autonoma o già distinta","1","etichetta","contenuto","1","Suite Ufficio","SU02.01","Mettere tutto per iscritto","su02-01-documenti.html","8","Quali esperienze mettere","non verificata","","","su02-01-documenti.html#slide-8"
"dettaglio","dettaglio","1","dettagli","1","","0","voce specifica autonoma","","Dettaglio","mantenere autonoma","lemma: dettaglio","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Suite Ufficio","SU03.10","Grafici nei fogli di calcolo","su03-10-grafici.html","26","Dashboard: gerarchia prima della decorazione","non verificata","","","su03-10-grafici.html#slide-26"
"dettatura","dettatura","1","dettatur","1","audio e microfono","34","voce specifica di macrocategoria","GD03 · Effetti sonori e audio","Dettatura","rimandare al blocco principale","macrocategoria: audio e microfono","macrocategoria","25","titolo_h3","contenuto","1","Smartphones","SM10","Accessibilità e uso pratico","sm10-accessibilita-uso-pratico.html","7","Voce e dettatura","non verificata","","","sm10-accessibilita-uso-pratico.html#slide-7"
"deve obbedire agli ordini degli esseri umani","deve obbedire agli ordini degli esseri umani","1","deve esser obbed ordin uman","1","","0","voce specifica autonoma","","deve obbedire agli ordini degli esseri umani","mantenere autonoma","lemma: deve obbedire agli ordini degli esseri umani","voce autonoma o già distinta","1","grassetto","contenuto","1","Intelligenza Artificiale","IA01","Concetti generali","ia01-concetti-generali.html","12","Le tre leggi della robotica","non verificata","","","ia01-concetti-generali.html#slide-12"
"deve proteggere la propria esistenza","deve proteggere la propria esistenza","1","deve esistenz propri protegg","1","","0","voce specifica autonoma","","deve proteggere la propria esistenza","mantenere autonoma","lemma: deve proteggere la propria esistenza","voce autonoma o già distinta","1","grassetto","contenuto","1","Intelligenza Artificiale","IA01","Concetti generali","ia01-concetti-generali.html","12","Le tre leggi della robotica","non verificata","","","ia01-concetti-generali.html#slide-12"
"di assegnazione","di assegnazione","1","assegnzion","2","","0","variante lessicale accorpata","","Di assegnazione","usare la chiave editoriale comune","variante linguistica: assegnzion","variante linguistica","2","titolo_h3","contenuto","1","Programmazione","PR01.05","Operatori e funzioni","pr01-05-operatori-funzioni.html","2","Aritmetici, relazionali e logici","non verificata","","","pr01-05-operatori-funzioni.html#slide-2"
"di base","di base","1","base","1","sistemi operativi","41","voce specifica di macrocategoria","HS03 · Sistemi operativi","di base","rimandare al blocco principale","macrocategoria: sistemi operativi","macrocategoria","40","grassetto","contenuto","1","Hardware e Software","HS01","Dentro il computer","hs01-componenti.html","27","Il sistema operativo","non verificata","","","hs01-componenti.html#slide-27"
"di chi e il problema","di chi e il problema","1","chi problem","1","","0","voce specifica autonoma","","di chi è il problema","mantenere autonoma","lemma: di chi e il problema","voce autonoma o già distinta","1","grassetto","contenuto","1","Hardware e Software","HS05","Troubleshooting","hs05-troubleshooting.html","20","404 e gli altri: quando il sito non risponde","non verificata","","","hs05-troubleshooting.html#slide-20"
"di confronto relazionali","di confronto relazionali","1","confront relazional","1","","0","voce specifica autonoma","","Di confronto (relazionali)","mantenere autonoma","lemma: di confronto relazionali","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Programmazione","PR01.05","Operatori e funzioni","pr01-05-operatori-funzioni.html","2","Aritmetici, relazionali e logici","non verificata","","","pr01-05-operatori-funzioni.html#slide-2"
"di cosa e fatta","di cosa e fatta","1","fatt","1","","0","voce specifica autonoma","","Di cosa è fatta","mantenere autonoma","lemma: di cosa e fatta","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Reti e Web","RW03.04","Farsi riconoscere","rw03-04-branding.html","4","Di cosa è fatta","non verificata","","","rw03-04-branding.html#slide-4"
"di cosa parla questo messaggio","di cosa parla questo messaggio","1","messaggi parl quest","1","posta elettronica","51","voce specifica di macrocategoria","RW02.01 · La posta elettronica","""Di cosa parla questo messaggio?""","rimandare al blocco principale","macrocategoria: posta elettronica","macrocategoria","40","grassetto","contenuto","1","Reti e Web","RW02.01","La Posta Elettronica","rw02-01-email.html","9","L'importanza dell' oggetto","non verificata","","","rw02-01-email.html#slide-9"
"di qualita","di qualita","1","qual","1","","0","voce specifica autonoma","","di qualità","mantenere autonoma","lemma: di qualita","voce autonoma o già distinta","1","grassetto","contenuto","1","Suite Ufficio","SU04.01","Dillo con una slide","su04-01-presentazioni.html","8","Immagini e animazioni","non verificata","","","su04-01-presentazioni.html#slide-8"
"di sistema","di sistema","1","sistem","1","applicazioni e software","61","voce specifica di macrocategoria","HS04 · Concetti fondamentali degli OS","Di sistema","rimandare al blocco principale","macrocategoria: applicazioni e software","macrocategoria","53","titolo_h3","contenuto","1","Smartphones","SM03","Android e iOS","sm03-android-ios.html","9","Aggiornamenti: sistema e app","non verificata","","","sm03-android-ios.html#slide-9"
"diagnosi rapida","diagnosi rapida","1","diagnos rapid","1","","0","voce specifica autonoma","","💡 Diagnosi rapida","mantenere autonoma","lemma: diagnosi rapida","voce autonoma o già distinta","1","etichetta","contenuto","1","Suite Ufficio","SU03.07","Manipolare il testo","su03-07-testo.html","8","Spazi invisibili","non verificata","","","su03-07-testo.html#slide-8"
"diagnostica","diagnostica","1","diagnostic","1","","0","voce specifica autonoma","","Diagnostica","mantenere autonoma","lemma: diagnostica","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Programmazione","PR04.01","L'editor e Git","pr04-01-editor-codice.html","6","Mentre scrivi, lo strumento legge il contesto","non verificata","","","pr04-01-editor-codice.html#slide-6"
"diagrammi di venn","diagrammi di venn","1","diagramm venn","1","","0","voce specifica autonoma","","Diagrammi di Venn","mantenere autonoma","lemma: diagrammi di venn","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Suite Ufficio","SU03.03","Fondamenti matematici","su03-03-fondamenti-matematici.html","10","Diagrammi di Venn","non verificata","","","su03-03-fondamenti-matematici.html#slide-10"
"dialogo fuori tempo","dialogo fuori tempo","1","dialog fuor temp","1","","0","voce specifica autonoma","","Dialogo fuori tempo","mantenere autonoma","lemma: dialogo fuori tempo","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Programmazione","PR02.01","Introduzione a Scratch","pr02-01-introduzione.html","17","Errori tipici","non verificata","","","pr02-01-introduzione.html#slide-17"
"dialogo minimo","dialogo minimo","1","dialog minim","1","","0","voce specifica autonoma","","Dialogo minimo","mantenere autonoma","lemma: dialogo minimo","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Programmazione","PR02.01","Introduzione a Scratch","pr02-01-introduzione.html","11","Dialogo minimo","non verificata","","","pr02-01-introduzione.html#slide-11"
"dichiarare dipendenze riproducibili","dichiarare dipendenze riproducibili","1","dichiar dipendenz riproducibil","1","","0","voce specifica autonoma","","Dichiarare dipendenze riproducibili","mantenere autonoma","lemma: dichiarare dipendenze riproducibili","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Programmazione","PR05.02","Python: strumenti e applicazioni","pr05-02-python-strumenti.html","15","Dichiarare dipendenze riproducibili","non verificata","","","pr05-02-python-strumenti.html#slide-15"
"dieci","dieci","1","diec","1","","0","voce specifica autonoma","","""dieci""","mantenere autonoma","lemma: dieci","voce autonoma o già distinta","1","grassetto","contenuto","1","Suite Ufficio","SU03.04","Prime formule","su03-04-prime-formule.html","12","#VALORE!","non verificata","","","su03-04-prime-formule.html#slide-12"
"dietro l'icona","dietro l'icona","1","dietr icon l","1","applicazioni e software","61","voce specifica di macrocategoria","HS04 · Concetti fondamentali degli OS","Dietro l'icona","rimandare al blocco principale","macrocategoria: applicazioni e software","macrocategoria","53","titolo_h3","contenuto","1","Smartphones","SM04","App e permessi","sm04-app-permessi.html","2","Cosa sono le app","non verificata","","","sm04-app-permessi.html#slide-2"
"difesa","difesa","1","difes","1","","0","voce specifica autonoma","","Difesa:","mantenere autonoma","lemma: difesa","voce autonoma o già distinta","1","principio","contenuto","1","Sicurezza Digitale","SD02","Minacce e Vulnerabilità","sd02-minacce.html","18","Doxing: i tuoi dati come arma","non verificata","","","sd02-minacce.html#slide-18"
"difesa comune","difesa comune","1","comun difes","1","minacce informatiche","14","voce specifica di macrocategoria","SD02 · Minacce e vulnerabilità","Difesa comune","rimandare al blocco principale","macrocategoria: minacce informatiche","macrocategoria","8","etichetta","contenuto","1","Sicurezza Digitale","SD02","Minacce e Vulnerabilità","sd02-minacce.html","19","I malware che restano nascosti","non verificata","","","sd02-minacce.html#slide-19"
"difesa concreta","difesa concreta","1","concret difes","1","","0","voce specifica autonoma","","Difesa concreta","mantenere autonoma","lemma: difesa concreta","voce autonoma o già distinta","1","etichetta","contenuto","1","Sicurezza Digitale","SD02","Minacce e Vulnerabilità","sd02-minacce.html","20","Darknet, dark market ed exploit kit","non verificata","","","sd02-minacce.html#slide-20"
"difesa in profondita","difesa in profondita","1","difes profond","1","sicurezza e vulnerabilita","7","voce specifica di macrocategoria","SD05 · Assessment, compliance e dati personali","difesa in profondità","rimandare al blocco principale","macrocategoria: sicurezza e vulnerabilita","macrocategoria","6","grassetto","contenuto","1","Sicurezza Digitale","SD02","Minacce e Vulnerabilità","sd02-minacce.html","10","Vulnerabilità Zero-Day","non verificata","","","sd02-minacce.html#slide-10"
"difesa tecnica","difesa tecnica","1","difes tecnic","1","","0","voce specifica autonoma","","Difesa tecnica","mantenere autonoma","lemma: difesa tecnica","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Sicurezza Digitale","SD01","Introduzione alla Sicurezza Digitale","sd01-introduzione.html","2","Cos'è la Sicurezza Digitale?","non verificata","","","sd01-introduzione.html#slide-2"
"difese pratiche","difese pratiche","1","difes pratich","1","reti e connettivita","72","voce specifica di macrocategoria","RW01.01 · Reti informatiche e Internet","Difese pratiche","rimandare al blocco principale","macrocategoria: reti e connettivita","macrocategoria","67","etichetta","contenuto","1","Smartphones","SM06","Sicurezza dello smartphone","sm06-sicurezza-smartphone.html","13","WiFi pubbliche e reti false","non verificata","","","sm06-sicurezza-smartphone.html#slide-13"
"diff","diff","1","diff","1","","0","voce specifica autonoma","","Diff","mantenere autonoma","lemma: diff","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Programmazione","PR04.01","L'editor e Git","pr04-01-editor-codice.html","10","Git lavora prima in locale","non verificata","","","pr04-01-editor-codice.html#slide-10"
"differenza con il salvataggio","differenza con il salvataggio","1","differenz salvataggi","1","file system e archiviazione","44","voce specifica di macrocategoria","HS02 · Hard disk e file system","💡 Differenza con il salvataggio","rimandare al blocco principale","macrocategoria: file system e archiviazione","macrocategoria","39","etichetta","contenuto","1","Reti e Web","RW02.03","Gestire e Archiviare Contenuti","rw02-03-contenuti.html","8","I segnalibri del browser","non verificata","","","rw02-03-contenuti.html#slide-8"
"differenza da","differenza da","1","differenz","2","formule funzioni ed errori del foglio","40","voce specifica di macrocategoria","SU03.04 · Prime formule","Differenza da","rimandare al blocco principale","macrocategoria: formule funzioni ed errori del foglio","macrocategoria","33","titolo_h3","contenuto","1","Suite Ufficio","SU03.09","Tabelle pivot avanzate","su03-09-tabelle-pivot-avanzate.html","5","Confrontare periodi senza formule esterne","non verificata","","","su03-09-tabelle-pivot-avanzate.html#slide-5"
"differenza e complemento","differenza e complemento","1","complement differenz","1","","0","voce specifica autonoma","","Differenza e complemento","mantenere autonoma","lemma: differenza e complemento","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Suite Ufficio","SU03.03","Fondamenti matematici","su03-03-fondamenti-matematici.html","8","Differenza e complemento","non verificata","","","su03-03-fondamenti-matematici.html#slide-8"
"differenza simmetrica","differenza simmetrica","1","differenz simmetric","1","","0","voce specifica autonoma","","Differenza simmetrica","mantenere autonoma","lemma: differenza simmetrica","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Suite Ufficio","SU03.03","Fondamenti matematici","su03-03-fondamenti-matematici.html","8","Differenza e complemento","non verificata","","","su03-03-fondamenti-matematici.html#slide-8"
"difficolta","difficolta","1","difficolt","1","game design","14","voce specifica di macrocategoria","GD01 · Introduzione al Game Design","Difficoltà","rimandare al blocco principale","macrocategoria: game design","macrocategoria","11","titolo_h3","contenuto","1","Programmazione","PR02.02","Questionari con Scratch","pr02-02-questionario.html","18","Strade infinite","non verificata","","","pr02-02-questionario.html#slide-18"
"difficolta cognitive","difficolta cognitive","1","cognitiv difficolt","1","game design","14","voce specifica di macrocategoria","GD01 · Introduzione al Game Design","Difficoltà cognitive","rimandare al blocco principale","macrocategoria: game design","macrocategoria","11","titolo_h3","contenuto","1","Reti e Web","RW03.02","Tecnologia e Società","rw03-02-societa.html","8","Progettare per tutti","non verificata","","","rw03-02-societa.html#slide-8"
"digital forensics","digital forensics","1","digital forensics","1","","0","voce specifica autonoma","","Digital Forensics","mantenere autonoma","lemma: digital forensics","voce autonoma o già distinta","1","etichetta","contenuto","1","Sicurezza Digitale","SD04","Professioni nella Sicurezza Informatica","sd04-professioni.html","5","Incident Responder","non verificata","","","sd04-professioni.html#slide-5"
"digital wellbeing","digital wellbeing","1","digital wellbeing","1","","0","voce specifica autonoma","","digital wellbeing","mantenere autonoma","lemma: digital wellbeing","voce autonoma o già distinta","1","grassetto","contenuto","1","Reti e Web","RW03.02","Tecnologia e Società","rw03-02-societa.html","3","La tecnologia e il nostro umore","non verificata","","","rw03-02-societa.html#slide-3"
"dimensione dei caratteri","dimensione dei caratteri","1","caratter dimension","1","","0","voce specifica autonoma","","Dimensione dei caratteri","mantenere autonoma","lemma: dimensione dei caratteri","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Reti e Web","RW03.02","Tecnologia e Società","rw03-02-societa.html","9","Sistemi che si adattano all'utente","non verificata","","","rw03-02-societa.html#slide-9"
"dimensione del carattere","dimensione del carattere","1","caratt dimension","1","","0","voce specifica autonoma","","dimensione del carattere","mantenere autonoma","lemma: dimensione del carattere","voce autonoma o già distinta","1","grassetto","contenuto","1","Programmazione","PR04.02","Lavorare e scegliere","pr04-02-strumenti-ambiente.html","12","L'editor si adatta a te","non verificata","","","pr04-02-strumenti-ambiente.html#slide-12"
